blind_id,model_id,precision,item_id,mode,row_sha256,source_book,task,gemini_label,glm_label,gemini_reason,glm_reason,glm_review_reason,gemini_reasoning_support,glm_reasoning_support,both_gradable,same_label
B00059,Qwen/Qwen3.8-27B,BF16,clinical_astra_b06_004,no_rag,3d6e7dd316baf81cb4e4e2c33c75252e53769cf2962263e16fe5ab2b413c7e56,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,partial,correct,"The response identifies frontal lobe epilepsy with hypermotor seizures, but incorrectly states that FLE is frequently misdiagnosed as sleep-related hypermotor epilepsy (SHE) rather than recognizing SHE as the preferred diagnosis for this presentation.","The response answers frontal lobe epilepsy with hypermotor seizures, which is equivalent to nocturnal frontal lobe epilepsy, an accepted synonym for sleep-related hypermotor epilepsy, and correctly notes normal EEG does not exclude it.","Answer is semantically equivalent to the reference; the only issue is a minor framing claim that SHE and FLE are distinct entities being confused, which does not affect the diagnosis.",minor_unsupported,supported,True,False
B00060,google/gemma-3-27b-it,NF4,clinical_astra_b04_019,with_rag,7c699f33c6145bdc2c9ac8c4f5538bf5a9ef971797ad8dbd7b6e79793e8a23d1,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,incorrect,incorrect,"The response incorrectly identifies the disorder as Delayed Sleep-Wake Phase Disorder instead of Non-24-hour sleep-wake rhythm disorder, despite recognizing the free-running, clock-rotating pattern.","The reference key is non-24-hour sleep-wake rhythm disorder, defined by progressive free-running drift around the clock; the response instead asserts DSWPD, which is a stable delayed phase and contradicts the case's rotating schedule.",,material_unsupported,material_unsupported,True,True
B00062,Qwen/Qwen3.8-27B,BF16,clinical_astra_b02_017,no_rag,2e9f065441e576a331f0488e23f898183945466328fde4fc67379e8b17f23f36,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,transport_failure_not_assessed,"The response accurately identifies REM Sleep Behavior Disorder (RBD) as the cause of the recurrent injurious behaviors, matching the candidate reference.",,,supported,not_assessable,False,False
B00063,microsoft/phi-4,NF4,clinical_astra_b05_007,no_rag,72e45b765fc9babc3648ad0278e80c5b8881c1f6e31666dd3bc91850a297aa47,Sleep Medicine Pearls (Pearls Series).pdf,diagnosis,correct,correct,The response accurately identifies dopaminergic augmentation as the complication explaining the clinical pattern.,"The response correctly identifies dopaminergic augmentation, matching the reference's characteristic features (earlier onset, spread, paradoxical worsening with dose escalation).",Answer aligns with reference; no safety or ambiguity concerns.,supported,supported,True,True
B00064,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b03_008,with_rag,8d5003e5b6bef90496a6c3bd42730abf28e4d44f413851189ce456aaa0f559b2,Common Pitfalls in Sleep Medicine.pdf,diagnostic_evaluation,correct,correct,The response correctly identifies that another objective sleep recording is not required and that insomnia is diagnosed clinically through history and reported impairment.,"The response directly answers no, consistent with the reference that insomnia is diagnosed clinically from sleep history and daytime impairment without objective confirmation.",No unsafe or contradictory content; the specific guideline citation is not verified by the reference but is a plausible general standard and does not change the answer.,supported,supported,True,True
B00065,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b01_004,no_rag,3f57d7673e02ab672465d58d9038f4adfcfcb35b8a23cee45dce5d6d414339f1,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,partial,"The response correctly identifies fragmented sleep caused by caring for an infant as the primary explanation, matching the reference.","The response correctly identifies fragmented sleep as the explanation but omits the essential qualifier that this is postpartum sleep deprivation, making the answer incomplete relative to the reference.",The core mechanism (fragmented sleep) matches and no unsafe or contradictory claims are present; only the postpartum sleep deprivation label is missing.,supported,supported,True,False
B00066,Qwen/Qwen3.8-27B,BF16,clinical_astra_b01_011,with_rag,310e6cb1db07c41d850eee1a8c7f29e7fb3908227ca9faf5622f752e7674ff39,A Clinical Casebook of Sleep Disorders in Women.pdf,clinical_interpretation,correct,correct,The response accurately identifies hypoglossal nerve stimulation as the selected therapy.,"The response directly identifies hypoglossal nerve stimulation as the selected therapy, matching the reference and vignette details (PAP intolerance, edentulism, AP collapse on DISE, delayed activation).",No ambiguity or safety concern; the answer aligns with the candidate reference.,supported,supported,True,True
B00067,microsoft/phi-4,BF16,clinical_astra_b06_006,with_rag,e4e584f04c07b437cce5f6a15ffef6be7cf3bc431c5732fb6d76c44cbfa3d57a,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,correct,correct,"The response identifies neonatal myasthenia gravis, which is equivalent to transient neonatal myasthenia gravis, accurately explaining the pathophysiology involving transplacental maternal antibodies.","The response identifies neonatal (transient) myasthenia gravis, matching the acceptable answer and reference qualifiers.",No safety or reference concerns identified.,supported,supported,True,True
B00068,google/gemma-3-12b-it,BF16,clinical_astra_b06_004,with_rag,089b386d5c0103fdcef03b956ff115699565c654d5800ed83e776b1a88b1c0f0,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,correct,correct,"The response identifies sleep-related hypermotor epilepsy (SHE), matching the candidate reference and acceptable answers.","The response answers SHE, matching the reference; the abbreviation-expansion slip ('Sleep-related epilepsy (SHE)') is not material given the full explanation of the hypermotor semiology.",,supported,supported,True,True
B00070,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b01_010,with_rag,231b9f20e2ad974e3152aca35c15d9b91ebee1e35a8e294f8476456af40f9d6e,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,incorrect,incorrect,"The response identifies general DSM/ICSD frequency diagnostic criteria for chronic insomnia rather than the symptom-related explanation emphasized in the case discussion, which is menopausal vasomotor symptoms (hot flashes).","The question asks for the symptom-related explanation (menopausal vasomotor symptoms/hot flashes), but the response instead cites the chronic insomnia frequency criterion ('at least 3 times per week'), which does not answer the task and conflicts with the reference.",The incorrect answer is clear against the reference; no ambiguity or safety concern warrants review.,material_unsupported,supported,True,True
B00071,google/gemma-4-12B-it,BF16,clinical_astra_b03_011,no_rag,c555f2e479f29bbc894e62c0a68a416e02ea6f52fec30bc9aad399152195e0bf,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,correct,correct,The response accurately identifies impaired/malabsorption of iron due to the bypass of the primary absorptive sites (duodenum and proximal jejunum) following bariatric surgery.,"Response identifies impaired GI iron absorption after bariatric surgery (bypass of duodenum/proximal jejunum), matching the reference.",Answer is consistent with the reference; no adverse or invented case-specific claims.,supported,supported,True,True
B00072,google/gemma-3-12b-it,BF16,clinical_astra_b04_002,no_rag,00fa6e9722a81b802bdef8ba3ebc91e88bfb82e51aa4190788a55cc83ae8ba8c,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,partial,partial,"The response identifies obstructive sleep apnea (OSA) but omits the severity specification ('severe'), which is established by the AHI of 47.9/hour.","The response correctly identifies obstructive sleep apnea with supported reasoning, but omits the essential severity qualifier 'severe' despite AHI 47.9/hour meeting severe thresholds.","Answer is materially correct in disorder type; only severity qualifier missing, resolvable from AHI 47.9/hour without ambiguity.",supported,supported,True,True
B00073,microsoft/phi-4,BF16,clinical_astra_b02_017,with_rag,8189344773483689253b357fc495695438523efa96e05757bb4c67f0efa53b67,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,"The response accurately identifies REM Sleep Behavior Disorder (RBD), matching the reference diagnosis.","Response directly answers REM Sleep Behavior Disorder, matching the reference and essential qualifiers (dream enactment, REM without atonia).",,supported,supported,True,True
B00074,gemini-3.8-flash,API,clinical_astra_b03_003,no_rag,1b337b677388124055c68d74a446c6ea0441acf40d35a056b5f93901d7bf87da,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,The response accurately identifies obstructive sleep-disordered breathing/UARS characterized by respiratory effort-related arousals (RERAs) matching the reference.,"The response correctly identifies obstructive sleep-disordered breathing with frequent RERAs (via UARS/OSA framing) as the process causing fragmented sleep, matching the reference and acceptable answer.",,supported,supported,True,True
B00075,microsoft/phi-4,NF4,clinical_astra_b05_013,with_rag,b96b3d9ee802690c9d9cbd392a9321133a86680b116312cfdd28489ea08e55cf,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,partial,"The response correctly identifies 'Disorders of Arousal' (NREM disorders of arousal) as the category accounting for the described events, including sleep terrors and confusional arousals.","The response correctly identifies the overall grouping as disorders of arousal, satisfying the core task, but it mislabels the terrified, screaming episodes as sleepwalking rather than sleep terrors, deviating from the essential reference qualifier (sleep terrors and confusional arousals).","The core grouping is answerable against the reference; the sleepwalking mislabel is a scoring issue, not an unresolvable ambiguity.",supported,minor_unsupported,True,False
B00076,google/gemma-4-12B-it,BF16,clinical_astra_b05_017,no_rag,fd78b564c29060cd30889186a6be94bb9846152d6761200bf5a63e158f8e1bc5,Sleep Medicine Pearls (Pearls Series).pdf,diagnosis,correct,correct,"The response accurately identifies delayed sleep phase disorder (delayed sleep-wake phase disorder), matching the reference diagnosis.","Response identifies delayed sleep phase disorder, matching the acceptable answer, with a rationale consistent with the reference (normal sleep when permitted, social mismatch causing impairment).",,supported,supported,True,True
B00077,google/gemma-4-12B-it,BF16,clinical_astra_b01_009,no_rag,8f182ee34daf6bb6a3996edaeadafab3ce4bc88bbf6470c2f6e217133044764d,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,The response accurately identifies Narcolepsy Type 2 based on the MSLT findings and absence of cataplexy.,"The response correctly identifies Narcolepsy Type 2, consistent with absent cataplexy plus the MSLT findings supporting the diagnosis.",,supported,supported,True,True
B00078,Qwen/Qwen3.8-27B,NF4,clinical_astra_b03_015,with_rag,60c5796005ef640835c3f14c842344f931d03e1c4f3948d3b3a5263f6e8a50fd,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies delayed sleep-wake phase disorder (DSWPD), matching the candidate reference.","Directly identifies DSWPD, matching the reference and all key qualifiers (delayed schedule, refreshing sleep, worsening with early obligations).",,supported,supported,True,True
B00079,google/gemma-3-27b-it,NF4,clinical_astra_b05_006,no_rag,ca448c582583175aeb2dea040f73e09d4762ad3675831a2d26eea5bd1fafdc69,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,"The response accurately identifies impulse control disorder associated with pramipexole, matching the candidate reference and acceptable answers.","Response identifies impulse control disorder associated with pramipexole (a dopamine agonist), matching the reference and acceptable answer, with accurate supporting explanation.",,supported,supported,True,True
B00080,google/gemma-4-12B-it,BF16,clinical_astra_b04_008,no_rag,2e6adb85e4da89c4824156728f501aa5b4c60d8b3d1e03e867243f185cd2c34a,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,correct,correct,The response accurately identifies epiglottic collapse as the mechanism of obstruction described in the case and reference.,Response identifies epiglottic collapse matching the reference; the trapdoor term is absent but equivalent.,Answer matches the reference; the 'common cause' claim is an unsupported generality but not unsafe.,supported,supported,True,True
